# Nepali dictionary seed: word <TAB> frequency proxy. GENERATED — do not edit.
#
# Regenerate with: python tools/mkseed.py
#
# 8584 words from data/ne-words.sqlite3 + 246 hand-curated = 8692.
# The curated entries live in seed/curated-ne.tsv, which is the file to edit.
#
# 13 database words were skipped: they spell a conjunct with the Hindi
# anusvara (अंग्रेजी rather than अङ्ग्रेजी), which is the spelling this input
# method converts away from — seeding it would confirm it and keep it on top.
#
# The database has no frequencies, so the second column is a proxy: roots above
# generated forms, shorter above longer. It feeds `freq_bonus`, which chooses
# which fuzzy hits to keep when there are more than three — it does not decide
# where a candidate lands. That is distance from the literal reading, then
# alphabetical.
नाउ	400
नाउँ	400
नाक	400
नाग	400
नाच	400
नाटक	400
नाडी	400
नाता	400
नाति	400
नाथ	400
नाना	400
नानी	400
नाप	400
नापी	400
नाफा	400
नाम	400
नामक	400
नामी	400
नायक	400
नायव	400
नारा	400
नारी	400
नाला	400
नाली	400
नाश	400
नि	400
निकट	400
निकै	400
निको	400
निगम	400
निजी	400
निडर	400
निधन	400
निधि	400
निधो	400
नियत	400
नियम	400
निलो	400
नीच	400
नीति	400
नेतृ	400
नै	400
नोकर	400
नोट	400
नौ	400
नौलो	400
पकड	400
पकेट	400
पक्क	400
पक्ष	400
पख	400
पगरी	400
पचास	400
पछि	400
पञ्च	400
पटक	400
पठन	400
पढाइ	400
पतन	400
पति	400
पतित	400
पत्र	400
पथ	400
पद	400
पदक	400
पदवी	400
पदीय	400
पद्म	400
पद्य	400
पन	400
पनि	400
पप	400
पम्प	400
पर	400
परम	400
पराई	400
पराग	400
पराल	400
परी	400
पर्व	400
पल	400
पलङ	400
पलपल	400
पल्ट	400
पवन	400
पशु	400
पसल	400
पहरो	400
पहल	400
पाँच	400
पाइप	400
पाउ	400
पाक	400
पाको	400
पाखा	400
पाखे	400
पाखो	400
पागल	400
पाचन	400
पाजी	400
पाटी	400
पाटो	400
पाठक	400
पात	400
पाथी	400
पान	400
पानस	400
पाना	400
पाप	400
पापी	400
पायक	400
पार	400
पारस	400
पारा	400
पारि	400
पारी	400
पारो	400
पाल	400
पालन	400
पालि	400
पाली	400
पालो	400
पावर	400
पास	400
पासा	400
पासो	400
पिउन	400
पिङ	400
पिच	400
पिछा	400
पिता	400
पितृ	400
पिना	400
पिप	400
पीठ	400
पीठो	400
पीडा	400
पीर	400
पुनः	400
पुरी	400
पुल	400
पुस	400
पूरक	400
पूरा	400
पृथक	400
पेज	400
पेट	400
पेटी	400
पेडा	400
पेय	400
पेवा	400
पेश	400
पैदल	400
पैदा	400
पो	400
पोइ	400
पोडे	400
पोते	400
पोथी	400
पोप	400
पोषण	400
पौडी	400
पौने	400
पौरख	400
पौवा	400
प्रण	400
फगत	400
फरक	400
फरार	400
फर्म	400
फल	400
फलाम	400
फसाद	400
फाँट	400
फागु	400
फाटो	400
फापर	400
फायर	400
फारम	400
फाली	400
फिट	400
फिफा	400
फी	400
फुट	400
फुपू	400
फुल	400
फूल	400
फेटा	400
फेद	400
फेदी	400
फेर	400
फेरि	400
फेरी	400
फेल	400
फेशन	400
फेसन	400
फोहर	400
फौज	400
फौजी	400
फ्रक	400
बक	400
बकस	400
बखत	400
बखान	400
बगर	400
बगरे	400
बगल	400
बगान	400
बगाल	400
बचत	400
बचाउ	400
बजार	400
बजू	400
बजे	400
बजेट	400
बज्र	400
बटन	400
बटम	400
बटर	400
बडा	400
बडै	400
बडो	400
बढी	400
बतास	400
बथान	400
बदर	400
बदली	400
बदाम	400
बध	400
बधाई	400
बन	400
बनोट	400
बनौट	400
बन्द	400
बबाल	400
बम	400
बमजन	400
बमन	400
बयर	400
बयान	400
बर	400
बरफ	400
बराह	400
बरु	400
बल	400
बलि	400
बल्ल	400
बसाइ	400
बह	400
बहना	400
बहनु	400
बहर	400
बहस	400
बहाई	400
बहार	400
बहाल	400
बहाव	400
बहु	400
बहुत	400
बहुल	400
बा	400
बाँध	400
बाँस	400
बाइक	400
बाइस	400
बाउ	400
बाकस	400
बागी	400
बाघ	400
बाचा	400
बाछो	400
बाज	400
बाजा	400
बाजी	400
बाजु	400
बाजे	400
बाटा	400
बाठो	400
बाढी	400
बाण	400
बात	400
बाथ	400
बादल	400
बाधक	400
बाधा	400
बानी	400
बापत	400
बाफ	400
बाबा	400
बाबु	400
बाबै	400
बाम	400
बार	400
बारी	400
बारे	400
बाल	400
बालक	400
बाला	400
बाली	400
बास	400
बासी	400
बाहक	400
बाहु	400
बिउ	400
बिख	400
बिगो	400
बिघा	400
बिट	400
बिटो	400
बिदा	400
बिना	400
बिफर	400
बियर	400
बिल	400
बिहे	400
बीउ	400
बीच	400
बीज	400
बीजक	400
बीस	400
बुँद	400
बुई	400
बुजो	400
बुझ	400
बुट	400
बुटी	400
बुटो	400
बुता	400
बुथ	400
बूढी	400
बूढो	400
बेगर	400
बेटी	400
बेत	400
बेर	400
बेरा	400
बेल	400
बेला	400
बेली	400
बेस	400
बेसी	400
बैँस	400
बैठक	400
बैना	400
बैरी	400
बोको	400
बोझ	400
बोझो	400
बोट	400
बोडी	400
बोध	400
बोनस	400
बोर	400
बोरा	400
बोली	400
बोस	400
बोसो	400
ब्लक	400
भइगो	400
भङ्ग	400
भजन	400
भदौ	400
भद्र	400
भनाइ	400
भमरा	400
भय	400
भर	400
भरखर	400
भरसक	400
भरि	400
भरी	400
भरे	400
भरेङ	400
भल	400
भलाइ	400
भलो	400
भल्भ	400
भवन	400
भव्य	400
भस्म	400
भाउ	400
भाकल	400
भाखा	400
भाग	400
भागी	400
भाडा	400
भात	400
भान	400
भार	400
भारी	400
भाला	400
भालु	400
भाले	400
भाव	400
भावी	400
भाषण	400
भाषी	400
भीख	400
भीड	400
भीर	400
भीषण	400
भुइँ	400
भुवन	400
भूत	400
भूमि	400
भूल	400
भेउ	400
भेक	400
भेग	400
भेट	400
भेटी	400
भेडा	400
भेद	400
भेल	400
भेला	400
भेष	400
भैरव	400
भैलो	400
भोक	400
भोको	400
भोग	400
भोज	400
भोजन	400
भोट	400
भोटे	400
भोटो	400
भ्रम	400
मक्ख	400
मगज	400
मग्न	400
मजा	400
मञ्च	400
मठ	400
मणि	400
मत	400
मतलब	400
मदत	400
मधु	400
मधुर	400
मधेश	400
मध्य	400
मन	400
मनन	400
मन्द	400
मम	400
ममता	400
मयल	400
मरण	400
मर्द	400
मर्म	400
मल	400
मलजल	400
मलम	400
मलिन	400
मसला	400
मसान	400
मसाल	400
मसी	400
मस्त	400
मह	400
महल	400
महान	400
माइक	400
माइत	400
माइल	400
माई	400
माउ	400
माग	400
माघ	400
माछो	400
माझ	400
माझी	400
माटो	400
मात	400
माता	400
मातृ	400
माथ	400
मादक	400
मादल	400
मान	400
मानक	400
मानव	400
मानस	400
माने	400
मानो	400
मापक	400
मापन	400
माफ	400
माफी	400
माम	400
मामा	400
मार	400
माल	400
माला	400
माली	400
मास	400
मासु	400
मिटर	400
मिति	400
मिथक	400
मिनी	400
मियो	400
मिल	400
मिलन	400
मिस	400
मिसन	400
मीठो	400
मुख	400
मुगा	400
मुटु	400
मुठी	400
मुठो	400
मुड	400
मुढो	400
मुना	400
मुनि	400
मुरी	400
मुला	400
मुसा	400
मूक	400
मूल	400
मृग	400
मृत	400
मृतक	400
मृदु	400
मे	400
मेगा	400
मेघ	400
मेच	400
मेटल	400
मेयर	400
मेल	400
मेला	400
मेलो	400
मेवा	400
मेसो	400
मैन	400
मैना	400
मैले	400
मैलो	400
मोज	400
मोजा	400
मोटर	400
मोटो	400
मोड	400
मोडल	400
मोती	400
मोरी	400
मोल	400
मोह	400
मोहक	400
मोहर	400
मोही	400
मौका	400
मौन	400
मौरा	400
मौरी	400
मौसम	400
यकिन	400
यक्ष	400
यज्ञ	400
यता	400
यति	400
यती	400
यदि	400
यम	400
यश	400
यस	400
यसरी	400
यसो	400
यही	400
या	400
याक	400
याद	400
यान	400
याने	400
यापन	400
याम	400
यार	400
यावत	400
यिनी	400
यी	400
युआन	400
युग	400
युथ	400
युरो	400
युवक	400
युवा	400
योग	400
योगी	400
योनि	400
यौन	400
यौवन	400
र	400
रक	400
रकम	400
रक्त	400
रगत	400
रङ	400
रचना	400
रचित	400
रज	400
रजत	400
रत्न	400
रथ	400
रद्द	400
रन	400
रबर	400
रबाफ	400
रमझम	400
रवि	400
रस	400
रसिक	400
रसिद	400
रह	400
रहनु	400
रहर	400
रहित	400
राँड	400
राग	400
राज	400
राजन	400
राजा	400
राजी	400
रातो	400
रानी	400
राप	400
राय	400
राशि	400
रास	400
राहत	400
रिट	400
रिन	400
रिस	400
रिहा	400
रीत	400
रीति	400
रुघा	400
रुचि	400
रुट	400
रुनु	400
रुम	400
रुसी	400
रूख	400
रूखो	400
रूप	400
रे	400
रेखा	400
रेट	400
रेल	400
रेशम	400
रैती	400
रोक	400
रोग	400
रोगी	400
रोचक	400
रोज	400
रोजी	400
रोटी	400
रोड	400
रोदन	400
रोल	400
रोष	400
रौं	400
रौनक	400
ल	400
लख	400
लगत	400
लगन	400
लगभग	400
लगाइ	400
लगाम	400
लगाव	400
लग्न	400
लघु	400
लङ	400
लज	400
लत	400
लता	400
लन्च	400
लबी	400
लभ	400
लय	400
लरी	400
ललित	400
लवज	400
लसुन	400
लहड	400
लहर	400
लहरा	400
लहरी	400
लहरे	400
लहरै	400
लाइट	400
लाइन	400
लाख	400
लाखे	400
लागत	400
लागि	400
लागू	400
लाज	400
लाटो	400
लाठी	400
लात	400
लानु	400
लाभ	400
लाम	400
लामा	400
लामो	400
लायक	400
लाल	400
लाली	400
लास	400
लिक	400
लिग	400
लिटर	400
लिनु	400
लिपि	400
लिला	400
लीन	400
लीला	400
लु	400
लुगा	400
लुट	400
लेक	400
लेख	400
लेखक	400
लेखन	400
लेखा	400
लेबर	400
लोक	400
लोकल	400
लोगो	400
लोड	400
लोप	400
लोभ	400
